user_id,age,gender,height,start_weight,goal,activity_level,gym_days_target,tdee,calorie_target,protein_target,base_adherence,week,weight,avg_daily_calories,avg_daily_protein,gym_days,adherence_score,weight_change,end_weight
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,3,70.1,1242.4,134.3,2,0.88,-0.3,70.1
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,4,69.7,1237.4,115.9,2,0.87,-0.39,69.7
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,5,69.1,1327.4,134.3,2,0.87,-0.59,69.1
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,6,68.5,1251.4,136.7,2,0.82,-0.64,68.5
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,7,68.2,1361.4,128.8,2,0.92,-0.33,68.2
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,8,68.0,1377.4,133.4,2,0.92,-0.22,68.0
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,9,67.7,1240.4,133.3,3,1.0,-0.33,67.7
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,10,67.2,1278.4,123.8,3,1.0,-0.52,67.2
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,11,67.2,1406.4,130.7,2,0.75,-0.03,67.2
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,12,66.9,1315.4,133.6,2,1.0,-0.3,66.9
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,13,66.3,1272.4,135.2,3,1.0,-0.65,66.3
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,14,65.8,1482.4,79.3,2,0.68,-0.46,65.8
user_02,41,F,154,71,weight_loss,light,3,1796.4,1305.4,127.8,0.95,15,65.2,1215.4,126.5,3,1.0,-0.64,65.2
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,1,88.9,2389.5,150.1,3,0.83,-0.12,88.9
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,2,88.9,2746.5,107.0,2,0.69,0.03,88.9
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,3,88.8,2488.5,112.2,2,0.54,-0.08,88.8
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,4,89.0,2754.5,116.0,1,0.48,0.15,89.0
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,5,88.9,2389.5,119.2,2,0.63,-0.11,88.9
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,6,88.6,2358.5,108.0,2,0.58,-0.34,88.6
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,7,88.4,2680.5,140.1,2,0.59,-0.17,88.4
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,8,88.0,2335.5,106.3,2,0.68,-0.4,88.0
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,9,87.8,2540.5,148.9,3,0.75,-0.23,87.8
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,10,87.6,2539.5,120.3,2,0.58,-0.16,87.6
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,11,87.7,2614.5,106.2,2,0.51,0.09,87.7
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,12,87.4,2484.5,97.9,2,0.69,-0.29,87.4
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,13,87.4,2769.5,130.4,2,0.71,0.01,87.4
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,14,87.1,2293.5,120.0,2,0.68,-0.28,87.1
user_03,29,M,176,89,weight_loss,moderate,4,2867.5,2380.5,160.2,0.66,15,86.5,2234.5,141.6,2,0.63,-0.57,86.5
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,1,55.9,1224.8,101.3,0,0.88,-0.1,55.9
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,2,55.6,1146.8,105.2,0,1.0,-0.25,55.6
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,3,55.6,1457.8,75.8,0,0.63,-0.01,55.6
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,4,55.4,1243.8,65.9,0,0.7,-0.17,55.4
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,5,55.6,1432.8,84.8,0,0.67,0.21,55.6
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,6,55.8,1505.8,110.1,0,0.75,0.25,55.8
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,7,55.5,1021.8,103.5,0,0.77,-0.32,55.5
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,8,55.3,1226.8,94.4,0,0.95,-0.22,55.3
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,9,55.0,1116.8,109.1,0,0.84,-0.3,55.0
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,10,54.5,1244.8,98.0,0,0.82,-0.54,54.5
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,11,54.2,1280.8,106.3,0,0.94,-0.31,54.2
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,12,54.4,1514.8,90.0,0,0.65,0.16,54.4
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,13,54.2,1073.8,108.8,0,0.76,-0.23,54.2
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,14,53.9,1223.8,68.6,0,0.68,-0.25,53.9
user_04,20,F,156,56,weight_loss,sedentary,0,1528.8,1215.8,100.8,0.86,15,53.8,1215.8,64.7,0,0.67,-0.08,53.8
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,1,84.5,3117.4,102.3,3,0.66,0.45,84.5
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,2,84.8,2821.4,89.2,3,0.6,0.26,84.8
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,3,84.8,2709.4,90.1,2,0.44,0.02,84.8
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,4,85.0,3274.4,74.3,2,0.49,0.22,85.0
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,5,85.2,2962.4,101.4,2,0.41,0.21,85.2
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,6,85.7,3130.4,90.8,2,0.46,0.51,85.7
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,7,85.9,3233.4,72.2,2,0.51,0.2,85.9
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,8,85.8,2967.4,97.8,2,0.56,-0.1,85.8
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,9,85.8,2686.4,83.1,2,0.57,0.04,85.8
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,10,85.8,2902.4,104.1,2,0.49,0.04,85.8
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,11,85.7,2744.4,87.6,3,0.62,-0.14,85.7
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,12,85.8,2919.4,72.4,1,0.39,0.08,85.8
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,13,85.6,2876.4,97.8,1,0.37,-0.2,85.6
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,14,85.7,2892.4,95.4,1,0.4,0.11,85.7
user_05,43,M,166,84,maintenance,active,5,2876.4,2876.4,117.6,0.52,15,85.4,2806.4,73.3,1,0.38,-0.32,85.4
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,1,53.1,1759.7,90.6,1,0.64,0.1,53.1
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,2,53.3,1674.7,103.2,1,0.49,0.07,53.3
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,3,53.9,1975.7,103.5,1,0.39,0.53,53.9
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,4,54.2,1738.7,93.0,1,0.45,0.28,54.2
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,5,55.0,2194.7,101.6,1,0.48,0.66,55.0
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,6,55.4,2146.7,103.0,1,0.46,0.25,55.4
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,7,55.9,2058.7,76.3,1,0.54,0.49,55.9
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,8,56.3,1992.7,94.4,1,0.57,0.27,56.3
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,9,57.0,2155.7,84.7,1,0.57,0.72,57.0
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,10,57.4,2029.7,99.5,1,0.55,0.32,57.4
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,11,57.8,2183.7,90.8,1,0.56,0.4,57.8
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,12,58.0,1788.7,94.3,1,0.53,0.11,58.0
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,13,58.1,1696.7,81.0,1,0.4,0.15,58.1
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,14,58.8,2054.7,91.9,1,0.43,0.68,58.8
user_06,34,F,155,53,muscle_gain,light,3,1605.7,1858.7,116.6,0.51,15,59.5,2107.7,70.8,1,0.6,0.72,59.5
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,1,83.4,2179.0,130.6,1,0.51,0.44,83.4
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,2,83.5,2067.0,151.6,1,0.52,0.02,83.5
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,3,84.2,2310.0,157.4,1,0.46,0.59,84.2
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,4,84.7,2397.0,138.2,1,0.5,0.52,84.7
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,5,85.0,2467.0,129.0,1,0.39,0.31,85.0
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,6,85.0,2331.0,111.9,1,0.43,0.03,85.0
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,7,85.5,2623.0,115.6,1,0.62,0.52,85.5
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,8,86.0,2225.0,161.6,1,0.48,0.39,86.0
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,9,86.6,2478.0,158.0,1,0.47,0.51,86.6
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,10,87.2,2264.0,118.7,1,0.61,0.55,87.2
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,11,88.0,2613.0,122.2,1,0.42,0.77,88.0
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,12,88.0,2264.0,130.6,1,0.52,-0.02,88.0
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,13,88.8,2555.0,112.7,1,0.61,0.8,88.8
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,14,88.8,2058.0,164.1,1,0.43,-0.13,88.8
user_07,43,F,163,83,muscle_gain,light,3,2025.0,2239.0,182.6,0.54,15,89.2,2100.0,164.1,1,0.57,0.35,89.2
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,1,81.9,2024.0,108.5,0,0.84,-0.06,81.9
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,2,81.9,2153.0,123.1,0,0.87,0.01,81.9
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,3,82.5,2452.0,99.5,0,0.63,0.58,82.5
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,4,83.0,2432.0,80.2,0,0.73,0.55,83.0
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,5,82.9,2137.0,82.9,0,0.7,-0.05,82.9
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,6,82.6,2087.0,86.0,0,0.61,-0.27,82.6
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,7,83.2,2504.0,71.0,0,0.71,0.59,83.2
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,8,83.0,2026.0,122.3,0,0.77,-0.17,83.0
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,9,83.1,2102.0,123.2,0,0.81,0.13,83.1
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,10,83.4,2247.0,118.4,0,0.77,0.33,83.4
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,11,83.8,2274.0,77.1,0,0.55,0.41,83.8
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,12,84.1,2177.0,107.7,0,0.84,0.29,84.1
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,13,83.7,1942.0,97.3,0,0.68,-0.38,83.7
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,14,84.2,2462.0,74.4,0,0.57,0.51,84.2
user_08,38,M,180,82,maintenance,sedentary,1,2112.0,2112.0,114.8,0.77,15,84.0,2023.0,103.5,0,0.87,-0.21,84.0
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,1,64.3,1869.8,89.9,1,0.57,-0.67,64.3
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,2,64.3,2204.8,89.2,1,0.53,0.04,64.3
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,3,64.1,2170.8,70.8,1,0.37,-0.2,64.1
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,4,64.2,2168.8,92.4,1,0.47,0.09,64.2
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,5,64.0,1952.8,76.3,1,0.37,-0.2,64.0
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,6,63.4,1948.8,95.1,1,0.48,-0.62,63.4
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,7,62.6,1778.8,92.0,1,0.51,-0.79,62.6
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,8,62.4,2041.8,85.9,1,0.56,-0.19,62.4
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,9,62.0,2216.8,71.1,1,0.51,-0.41,62.0
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,10,61.4,1835.8,98.9,1,0.47,-0.62,61.4
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,11,61.5,2186.8,86.6,1,0.39,0.12,61.5
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,12,61.2,1795.8,88.7,1,0.39,-0.31,61.2
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,13,60.6,1886.8,97.3,1,0.37,-0.58,60.6
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,14,60.4,2138.8,75.5,1,0.37,-0.23,60.4
user_09,46,M,179,65,weight_loss,moderate,3,2392.8,1957.8,117.0,0.5,15,59.8,1840.8,84.2,1,0.45,-0.6,59.8
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,1,99.0,2180.0,133.6,0,1.0,0.04,99.0
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,2,99.1,2342.0,125.6,0,0.93,0.15,99.1
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,3,99.2,2350.0,102.8,0,0.65,0.09,99.2
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,4,99.3,2388.0,89.5,0,0.6,0.07,99.3
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,5,99.1,2278.0,109.2,0,0.68,-0.22,99.1
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,6,99.4,2457.0,108.8,0,0.58,0.34,99.4
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,7,99.5,2285.0,141.3,0,0.79,0.07,99.5
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,8,99.8,2600.0,91.5,0,0.73,0.29,99.8
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,9,100.3,2580.0,94.3,0,0.69,0.45,100.3
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,10,100.3,2151.0,102.5,0,0.75,-0.01,100.3
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,11,100.4,2274.0,144.8,0,0.82,0.09,100.4
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,12,100.4,2181.0,120.9,0,0.7,0.04,100.4
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,13,100.6,2480.0,87.4,0,0.56,0.22,100.6
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,14,100.4,2165.0,91.9,0,0.63,-0.2,100.4
user_10,34,M,172,99,maintenance,sedentary,0,2280.0,2280.0,138.6,0.79,15,100.4,2081.0,105.4,0,0.71,0.05,100.4
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,1,57.6,2170.8,114.8,0,0.8,0.51,57.6
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,2,58.0,1784.8,117.9,0,0.81,0.33,58.0
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,3,58.0,1687.8,117.1,0,0.77,-0.11,58.0
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,4,57.9,1590.8,110.5,0,0.73,-0.23,57.9
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,5,58.6,1951.8,110.4,0,0.71,0.64,58.6
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,6,58.9,1665.8,88.0,0,0.73,0.3,58.9
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,7,59.1,1665.8,96.0,0,0.73,0.17,59.1
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,8,59.5,1808.8,129.0,0,0.9,0.25,59.5
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,9,59.5,1693.8,119.1,0,0.89,-0.07,59.5
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,10,59.8,1803.8,121.1,0,0.92,0.22,59.8
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,11,60.1,1890.8,100.0,0,0.6,0.31,60.1
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,12,61.0,2130.8,112.7,0,0.75,0.82,61.0
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,13,61.0,1616.8,83.5,0,0.58,0.01,61.0
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,14,61.6,1913.8,81.8,0,0.62,0.61,61.6
user_11,24,F,160,57,muscle_gain,sedentary,1,1546.8,1782.8,125.4,0.83,15,62.1,1829.8,128.6,0,0.93,0.4,62.1
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,1,50.3,1414.8,63.6,0,0.97,0.3,50.3
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,2,50.3,1390.8,63.4,0,0.92,-0.01,50.3
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,3,50.4,1461.8,60.9,0,0.72,0.07,50.4
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,4,50.5,1497.8,48.0,0,0.65,0.07,50.5
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,5,50.9,1656.8,55.3,0,0.67,0.44,50.9
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,6,51.3,1646.8,50.5,0,0.62,0.35,51.3
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,7,51.0,1240.8,76.6,0,0.85,-0.27,51.0
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,8,51.2,1267.8,66.5,0,0.91,0.17,51.2
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,9,51.0,1310.8,71.3,0,0.81,-0.22,51.0
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,10,50.9,1154.8,66.6,0,0.79,-0.06,50.9
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,11,51.4,1586.8,44.7,0,0.67,0.52,51.4
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,12,51.0,1136.8,43.5,0,0.6,-0.37,51.0
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,13,50.9,1302.8,74.6,0,0.85,-0.06,50.9
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,14,50.7,1227.8,66.5,0,0.88,-0.18,50.7
user_12,39,F,154,50,maintenance,sedentary,0,1327.8,1327.8,70.0,0.82,15,50.9,1330.8,52.0,0,0.74,0.21,50.9
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,1,90.6,2311.6,140.7,2,0.61,-0.36,90.6
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,2,90.4,2489.6,101.1,2,0.57,-0.22,90.4
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,3,89.8,2156.6,104.3,1,0.49,-0.61,89.8
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,4,89.1,2316.6,123.2,1,0.49,-0.71,89.1
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,5,88.4,2397.6,145.7,1,0.39,-0.66,88.4
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,6,88.1,2461.6,146.1,1,0.49,-0.25,88.1
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,7,88.0,2582.6,122.3,1,0.47,-0.09,88.0
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,8,87.6,2539.6,104.8,1,0.45,-0.44,87.6
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,9,87.2,2530.6,106.3,2,0.58,-0.39,87.2
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,10,87.3,2507.6,109.8,2,0.55,0.06,87.3
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,11,86.9,2466.6,146.4,1,0.43,-0.37,86.9
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,12,86.7,2300.6,139.1,2,0.54,-0.19,86.7
user_13,31,M,171,91,weight_loss,moderate,4,2834.6,2356.6,163.8,0.51,13,86.5,2500.6,132.2,1,0.35,-0.16,86.5
